jittered_title,seed_title,onet_code,onet_name
Floral Designer/Florist - Wedding & Event Specialist,Florist,27-1023.00,Floral Designers
Lead Florist - High-Volume Retail Flower Shop,Florist,27-1023.00,Floral Designers
Florist/Wedding Coordinator - Boutique Floral Studio,Florist,27-1023.00,Floral Designers
Senior Florist - Luxury Hotel & Resort,Florist,27-1023.00,Floral Designers
Florist Assistant - Plant Nursery & Garden Center,Florist,27-1023.00,Floral Designers
Fixed Income Vice President - Asset Management,Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Vice President, Fixed Income Trading - Global Markets",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
Fixed Income VP - High Yield Bond Portfolio Manager,Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"VP, Fixed Income Investments - Real Estate Finance",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
"Senior Vice President, Fixed Income Research - Credit Strategies",Fixed Income Vice President (Fixed Income VP),11-3031.03,Investment Fund Managers
Parts Cleaning Technician - 2nd Shift,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Industrial Parts Cleaner - No Experience Necessary,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Detail Shop Parts Cleaner - Automotive Dealership,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Parts Cleaner Wanted - Manufacturing Environment,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Cleaning and Restoration Specialist - Heavy Equipment Parts,Parts Cleaner,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
Job Site Superintendent - Commercial Construction,Job Superintendent,11-9021.00,Construction Managers
Superintendent - Residential Building Projects,Job Superintendent,11-9021.00,Construction Managers
Construction Job Superintendent - Large Scale Developments,Job Superintendent,11-9021.00,Construction Managers
Project Superintendent - Civil Engineering and Infrastructure,Job Superintendent,11-9021.00,Construction Managers
Senior Superintendent - High-Rise Building Construction,Job Superintendent,11-9021.00,Construction Managers
Speech-Language Pathology Assistant (SLPA) - School Setting,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Assistant to Speech-Language Pathologist - Pediatric Clinic,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Speech Language Assistant - Rehabilitation Hospital,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
"Speech-Language Assistant (SLA) - Full-Time, Elementary School",Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Paraprofessional Speech-Language Assistant - Special Education,Speech-Language Assistant,31-9099.01,Speech-Language Pathology Assistants
Stock Prep Operator - Paper Mill Production,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Prepress Stock Preparation Operator - Printing Company,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Machine Operator - Manufacturing Plant,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
"Operator, Stock Prep - Pulp and Paper Industry",Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Stock Preparation Technician - Quality Control and Assurance,Stock Preparation Operator (Stock Prep Operator),51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
Fence Erector - Commercial & Residential Projects,Fence Erector,47-4031.00,Fence Erectors
"Lead Fence Installer - Wood, Vinyl, Chain Link",Fence Erector,47-4031.00,Fence Erectors
Immediate Hire: Fence Erector ($18-$22/hr),Fence Erector,47-4031.00,Fence Erectors
Fence Construction Laborer - Entry Level,Fence Erector,47-4031.00,Fence Erectors
Experienced Fence Erector Wanted - Competitive Pay & Benefits,Fence Erector,47-4031.00,Fence Erectors
CDL A Bulk Delivery Driver - Home Daily,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
"Bulk Fuel Delivery Driver - $5,000 Sign-On Bonus",Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Delivery Driver - Night Shift (Local Routes),Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Hazmat Bulk Delivery Driver - Competitive Pay & Benefits,Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Bulk Tanker Driver - Dedicated Routes (Regional),Bulk Delivery Driver,53-3033.00,Light Truck Drivers
Medical Billing Coordinator - Insurance Claims,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Accounts Receivable (Temporary),Billing Coordinator,43-3021.00,Billing and Posting Clerks
Senior Billing Coordinator - Patient Accounting,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing & Insurance Coordinator - Dental Office,Billing Coordinator,43-3021.00,Billing and Posting Clerks
Billing Coordinator - Full Charge (Small Medical Practice),Billing Coordinator,43-3021.00,Billing and Posting Clerks
Station Agent - Part-Time (Airport Customer Service),Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Train Station Agent - Ticketing & Customer Support,Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Freight Operations (Railroad Experience),Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Gas Station Agent - Shift Lead (Convenience Store),Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Station Agent - Passenger Services (Transportation Hub),Station Agent,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks
Motorboat Operator - Tour Guide (Lake Tahoe),Motorboat Operator,53-5022.00,Motorboat Operators
Captain/Motorboat Operator - Ferry Services,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator - Water Taxi (Seasonal),Motorboat Operator,53-5022.00,Motorboat Operators
Commercial Motorboat Operator - Fishing Charters,Motorboat Operator,53-5022.00,Motorboat Operators
Motorboat Operator - Marine Conservation (Research Vessel),Motorboat Operator,53-5022.00,Motorboat Operators
Cytology Applications Specialist - Laboratory Professional (Remote Option),Cytology Applications Specialist,29-2011.02,Cytotechnologists
"Technical Specialist, Cytology - Field-Based Opportunity",Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Applications Specialist - Medical Devices (Competitive Salary),Cytology Applications Specialist,29-2011.02,Cytotechnologists
Senior Cytology Specialist - Applications and Support (East Coast),Cytology Applications Specialist,29-2011.02,Cytotechnologists
Cytology Technical Specialist - Training and Education (Travel Required),Cytology Applications Specialist,29-2011.02,Cytotechnologists
Locksmith - Commercial Accounts (Experience Required),Locksmith,49-9094.00,Locksmiths and Safe Repairers
Locksmith Technician - Automotive Specialist,Locksmith,49-9094.00,Locksmiths and Safe Repairers
Lock and Security Specialist - Locksmith (Full-Time),Locksmith,49-9094.00,Locksmiths and Safe Repairers
Emergency Locksmith - 24/7 Service (Competitive Pay),Locksmith,49-9094.00,Locksmiths and Safe Repairers
Senior Locksmith - Safes and Vaults (Government Contract),Locksmith,49-9094.00,Locksmiths and Safe Repairers
Carpenter's Helper - Residential Construction (Entry-Level),Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpentry Laborer - Helper (Construction Site),Carpenter's Helper,47-3012.00,Helpers--Carpenters
"Helper, Carpenter - Commercial Building Projects",Carpenter's Helper,47-3012.00,Helpers--Carpenters
Carpenter Assistant - Finish Carpenter (Cabinet Installation),Carpenter's Helper,47-3012.00,Helpers--Carpenters
Construction Carpenter Helper - Union Apprenticeship Program,Carpenter's Helper,47-3012.00,Helpers--Carpenters
"Tender, Machine - Injection Molding (Night Shift)",Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Operator/Tender - Manufacturing Environment,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Extrusion Machine Tender - Plastic Manufacturing,Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Machine Tender - Textile Industry (Weaving or Knitting),Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Entry-Level Machine Tender - Training Provided (Day Shift),Machine Tender,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
Process Improvement Engineer - Lean Six Sigma Black Belt,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
"Senior Engineer, Process Improvement - Operational Excellence",Process Improvement Engineer,17-2112.03,Manufacturing Engineers
"Engineer, Process Improvement - Chemical Processing",Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Process Improvement Engineer - Data-Driven Decision Making,Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Manufacturing Process Improvement Engineer - Automation Specialist (Electrical Engineer),Process Improvement Engineer,17-2112.03,Manufacturing Engineers
Quality Director - Medical Devices (ISO 13485),Quality Director,11-3051.01,Quality Control Systems Managers
Director of Quality Assurance - Food Manufacturing,Quality Director,11-3051.01,Quality Control Systems Managers
"Senior Director, Quality & Regulatory Affairs - Biotech",Quality Director,11-3051.01,Quality Control Systems Managers
Quality Director - Global Supply Chain,Quality Director,11-3051.01,Quality Control Systems Managers
"VP, Quality & Compliance - Pharmaceutical Industry",Quality Director,11-3051.01,Quality Control Systems Managers
Project Engineering Manager - Water/Wastewater Treatment Plants,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
"Engineering Manager, Project Management Office (PMO)",Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Senior Project Engineering Manager - Oil & Gas,Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Project Engineering Manager - Renewable Energy (Solar/Wind),Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
"Manager, Project Engineering - Aerospace & Defense",Project Engineering Manager,11-9041.00,Architectural and Engineering Managers
Morning Broadcast Meteorologist - ABC Affiliate,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Chief Meteorologist - NBC News,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Broadcast Meteorologist - Weekend Evenings,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
TV Broadcast Meteorologist - Severe Weather Expert,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Meteorologist & Weather Anchor - CBS Morning News,Broadcast Meteorologist,19-2021.00,Atmospheric and Space Scientists
Fire Protection Engineer (FP Engineer) - Nuclear Power,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Senior Fire Protection Engineer - Data Centers,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Fire Protection Engineer - Industrial Facilities,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
FP Engineer - Fire Suppression Systems Design,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Principal Fire Protection Engineer - Hazardous Materials,Fire Protection Engineer (FP Engineer),17-2111.02,Fire-Prevention and Protection Engineers
Certified Dog Obedience Instructor - Puppy Training,Dog Obedience Instructor,39-2011.00,Animal Trainers
Dog Obedience Instructor - Agility & Sports Training,Dog Obedience Instructor,39-2011.00,Animal Trainers
Positive Reinforcement Dog Obedience Instructor,Dog Obedience Instructor,39-2011.00,Animal Trainers
Dog Trainer & Obedience Instructor - Behavioral Issues,Dog Obedience Instructor,39-2011.00,Animal Trainers
Head Dog Obedience Instructor - Training Center Manager,Dog Obedience Instructor,39-2011.00,Animal Trainers
Camera Operator - Live Sports Events (ESPN),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Studio Camera Operator - News Broadcasting (ABC),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Freelance Camera Operator for Documentary Film Projects,Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Camera Operator - Reality TV Show (Los Angeles),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Senior Camera Operator - Commercial Productions (New York),Camera Operator,27-4031.00,"Camera Operators, Television, Video, and Film"
Photogrammetrist - GIS Mapping & Surveying,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
Senior Photogrammetrist - 3D Modeling & Visualization,Photogrammetrist,17-1021.00,Cartographers and Photogrammetrists
